r96sk,"Of course off the level of its <em>'The Lord of the Rings'</em> predecessors, but I have to say I thoroughly enjoyed <em>'The Hobbit: An Unexpected Journey'</em>.

It has good lure to it, the plot is more than interesting, it features pleasant callbacks and - like LOTR - looks exquisite. As for the casting, I like 'em. Martin Freeman (Bilbo) is, like Elijah Wood, an actor I've always found hit-and-miss, but I really did enjoy Freeman's performance here - the humour is his usual schtick, though the rest of his showing is strong.

Ian McKellen (Gandalf) returns and is as much a joy to watch as before. None of the others, though all good, stand out massively, James Nesbitt (Bofur) does bring decent comedic stuff.

Hopefully the two sequels to this are just as fantastic!"
Peter McGinn,"There is no doubt that Peter Jackson does a great job bring Tolkien’s fantasies to life, much better, I imagine, than anyone must have assumed when they heard about the Lord of the Rings series way back when.

I must confess that I don’t like them as much as I enjoyed reading the books. I am sure there are complex reasons applicable to me. I read them when I was very young and it would be difficult to match that first-time experience. Also, the fighting and battles seem more central to the story than I remember. Perhaps that relates more to the modern movie audience rather than my memory.

As a funny side note, the film seemed to resemble in places that other fantasy series: the Jurassic Park franchise, in that they seemed to always be going from one close call to another, and the Wizard or somebody repeatedly yelled, “Run!” This series certainly sends the message that if you ever go on a dangerous adventure, it helps to have a wizard along for the journey."
Wuchak,"***Kinetic, “hip” street-racing flick with Vin Diesel and Paul Walker***

A newbie to Los Angeles (Paul Walker) falls for a café host (Jordana Brewster) while trying to join a street-racing gang led by her brother, Dom Toretto (Vin Diesel). Meanwhile the LAPD are trying to apprehend a radical group on the highways that targets semis and their valuable cargo. Michelle Rodriguez is on hand as Dom’s babe while Matt Schulze plays an angry member of his gang.

“The Fast and the Furious” (2001) was the beginning of the popular street-racing franchise that currently has eight movies with two more planned. The over-the-top action is akin to “The Road Warrior” (1981) while the tone mixes the comic book melodrama of “The Warriors” (1979) and “Torque” (2004) with the more serious air of “Grand Canyon” (1991) and “Training Day” (2001). (Yes, I realize “Torque” and “Training Day” debuted after this one; I’m just providing comparative references). 

Speaking of the tone, there’s no goofiness and the actors take everything dead seriously, which is good in my book, but the flick has several unintentional laughs because, while quasi-realistic, the thrills & posing are so exaggerated.

Brewster and Rodriguez are effective in the feminine department, but neither do much for me personally. There are a few good-looking ladies in the periphery, however.

The soundtrack contains several dynamic urban numbers, including the excellent “Deep Enough” by Live.

The movie runs 1 hour, 46 minutes and was shot in Los Angeles & nearby areas (San Bernardino, Hemet, Malibu, Westminster, Beverly Hills, etc.).

GRADE: B"
Leslie Kell,"I can’t call this film a legend. The film, which gave a big push in such a concept as street racing and tuning cars. He raised interest in illegal races on the night streets, gave life to such a renowned game like Need for Speed: Underground, which in turn gained countless fans. And maybe the storyline is really simple and without frills, but its implementation is worthy of deep respect."
mooney240,"Point Break with cars! Sure it is a little cheesy but in the best way. Fun cast and fun premise. Diesel, Walker, Rodriguez, and Brewster deliver a great movie.

**Once again, Point Break with cars. Do you need more?**"
talisencrw,"One of Fincher's masterworks--though I like others better. He's definitely one of the only people alive who could have succeeded with this very intriguing story.

There are moments--when Benjamin's coming into his own, both with Tilda Swinton's character and with Cate Blanchett's--that are amongst the finest and most invigorating I have ever seen in cinema. I'm curious how I'll find it when I rewatch it in a few years. I have the impression that as I come to terms with age and gather more wisdom in my own skin, this story will only grow in my heart and appreciation--for both the highs and the lows. That is a spectacular magic trick for a movie to do--and Fincher's downright full of them."
Unknownian,"This movie is in my top 10 movie list in life. It is a cinema achievement that may never be outdone by 'anyone'. Considering that this masterpiece was shot digitally in 2007, it is miles above any CG effort since.

For those of you that haven't seen it: ""SEE IT"". Besides a great story (with one flaw), this film makes illusion and simulation become reality. 

The one flaw: I have great respect for David Fincher, and I am going to go out on a limb and say that he must have been aware of this discrepancy, but went ahead with the story-line as written anyway. ( I hope that's the case).
Benjamin Button was born ""old"", and regressed backwards to die an infant. The flaw in the story-line (and it's a big one), is that as he regresses to youth, he begins to have dementia (Alzheimer's symptoms), along with all of the arthritic pains and problems an old man gets as he ages. At the end, before he dies he loses his memory completely.

Logically, since he was born an old man, those illnesses should have evolved from birth, and improved as he regressed in age. Strangely in the film, he is born with severe arthritis, and can't even walk until he is 7. Why then would he again experience these same symptoms as a child on the way to his death bed (or crib)? He should be in perfect health as a child, and regress to a ""fetus"", and then disappear.  

Other than that major flaw, this movie is a 10. Unfortunately because of the illogical way he dies, I had to give it a 9 out of 10 stars.

One other issue with the plot: If we were to take this movie scenario and try to place it in the real world, Benjamin would have to have been born a ""full sized"", old man, and then after 70 or 80 years, he would have begun to shrink. Since the idea of a woman giving birth to a full sized man is physically impossible, our Benjamin had to be born old and ""tiny"". This of course is another contradiction in the plot, since Benjamin is small ""twice in his life"". We can't dwell on this flaw at all, because if we did we would never get passed it. To enjoy this movie, we must put all the facts and logistics of this scenario aside, and when we do, this movie takes us on a journey unlike any other ever filmed.   

"
GeekMasher,"A very good movie!
I'm not a massive comic book reader/fan and when I watched the first couple of the X-men movies I always wondered how it all begin and this movie do it justice! The actors where great (there no Patrick Stewart or Ian McKellen), Kevin Bacon played the baddie very well and was well suited for it and it was graphically impressive.
Loved to see the development of the characters over the duration of the film.
In all, I think it was a excellent movie."
Travis Bell,"I didn't love this movie. There were aspects about it from the perspective of an origin story that were interesting but something about the pacing and acting just felt… off. I can't quite put my finger on it but the first word that comes to mind is ""campy"". Kind of like I was watching one of the last three Star Wars movies. The dialog and overall tone just weren't serious enough.

The trailer for [X-Men: Days of Future Past](https://www.themoviedb.org/movie/127585-x-men-days-of-future-past) looks better and Bryan Singer is back at the helm. The best X-Men movies are without a doubt 1 & 2 so here's hoping he can steer this back a bit."
DoryDarko,"On IMDb, X-Men: First Class has garnered the highest rating of all films in the X-Men franchise so far. Given the fact that this film features only a few of the familiar characters of the previous films, portrayed by different, younger actors, and the complete absence of Wolverine, the (current) rating of 8.1 somewhat surprised me. That was before I had seen it...

Being a pretty big X-Men fan myself, I was excited to see this, regardless of plot or characters. However, I was also a little wary of what to expect, for the reasons stated above. I suspect that anybody reading this might feel the same way. But rest assured, any doubts were quickly dispelled no later than the opening scene. First Class starts off very well, with the exact same opening scene as the first X-Men, featuring a young Erik Lehnsherr being separated from his parents in a Nazi concentration camp. What follows after this familiar story is something completely new and particularly dark and brutal. I won't give away any important plot lines, but suffice it to say there won't be a single person left wondering why Magneto is so resentful of ""normal"" people. This event also sets the tone for the rest of the film, and, to a great extent, explains why First Class is such a success: this film is all about character. Whereas all the other films were mostly about cool superheroes and special effects, First Class is all about character development and the history of those who would later become Professor X and Magneto. This concept might have failed big time if it wasn't for the superb screenplay. I take my hat off to whoever managed to incorporate every little, but crucial, character and storyline and made it flow together so beautifully. Literally everything comes together in this film, everything you might have wondered (why is Xavier paralyzed?) is given a credible and fitting explanation. 

Another real strength of FC is its cast. Everybody in this film is right where they should be. Kevin Bacon is the perfect villain (but we already knew that…), James McAvoy not only looks, but sounds and moves like the young Charles Xavier would. Jennifer Lawrence is a convincing, young (and believe it or not, insecure) Mystique. All other characters are perfectly cast as well, humans and mutants alike. However, I feel that most credit is due to Michael Fassbender, an actor I am now ashamed to say I had never even heard of before. The way he portrays the 30-something Erik Lehnsherr/Magneto is stunning. His entire physique, down to every little twitch in his face, truly captivates all the pain and agony Erik has had to endure throughout his life. It makes you sympathize with Magneto and understand why he is the way he is. Whereas the ""old"" Magneto was little more than a bitter old man who despised Homo sapiens for undisclosed reasons (with no discredit to Ian McKellen intended here), Michael Fassbender does something I thought was almost impossible in a superhero flick: he gives Magneto a soul.

In case I might have given the impression that X-Men: First Class is no more than some wishy-washy character drama, don't worry. There are plenty of awesome action sequences and special effects to keep the more adrenaline-pumped movie-goer satisfied. And before I forget: there are two small, but awesome cameo appearances which I know you will enjoy… 

Finally, a small note on parental guidance: I was absolutely baffled to see that half of the audience consisted of parents with small children. Like I said before, this is not just another cool superhero movie. X-Men: First Class features elements which are quite dark and graphic, and especially the scenes portraying Nazi brutality are not intended for a young audience. Personally, I would say 14 is the appropriate minimum age. 

With all that said, I would recommend this film to anyone, even to those of you who aren't X-Men fans. It doesn't happen very often that I can't find a single flaw in a film, but I guess this is just one of those rare cases. Great directing, great acting, great everything. Period.
_(July 2011)_"
r96sk,"My favourite so far.

<em>'X-Men: First Class'</em> is great fun. I felt entertained throughout with nothing bothering me whatsoever, with the score and the cast particularly standing out. I will say it starts stronger than it ends, but that's not to say it isn't all enjoyable because it certainly is.

James McAvoy is very good as Charles Xavier, while Michael Fassbender is excellent as Erik Lehnsherr. Rose Byrne, Jennifer Lawrence and Kevin Bacon were three others who I liked watching too. Back to the score, it's tremendous - some parts reminded me of the outstanding theme of television's <em>'The Crown'</em>.

I was feeling the decline across the preceding four releases, but thankfully this regains the series' footing and then some. Intrigued to see where it goes from here. Onwards to <em>'The Wolverine'</em>*! *watching in release order

/copied directly from my Letterboxd review\"
CinemaSerf,"If it's not sacrilegious for a Brit, I found this outing for the ""X-Men"" to be far better without the presence of the two elderly thespians who usually underpin these adventures. James McCoy takes on the mantle of the younger ""Xavier"" with Michael Fassbender introducing us to the role of ""Erik"". The former has the ability to read minds, his friend to manipulate metal. By means of flashbacks, we learn the back story for both of these characters, illustrating how they met and started to work together to ensure that their kind were safe and sound in an increasingly hostile world of human paranoia and suspicion. They are making progress until the re-emergence of ""Shaw"" (Kevin Bacon). Now he and ""Erik"" have a past - and the latter blames the other for leading atrocities carried out by the Nazis on his Polish family during WWII. His determination to seek revenge causes a rift between the two friends, and soon they - and their respective followers - are at loggerheads whilst a dangerous nuclear war looms for an humanity caught up in a devious cross-fire. Bacon isn't at his best here, he isn't remotely menacing - but the others, including Jennifer Lawrence's ""Raven"" and Nicholas Hoult's geeky ""Hank"" work well to give us quite an action-packed flavour of the birth of ""Magneto"" and of the foundations of his later hostilities with the ""X-Men"". The visual effects deliver well and the underlying narrative actually offers us a bit to think about - forgiveness, vengeance, fear and intolerance are all touched upon with a superior script that doesn't entirely rely on the effects and pyrotechnics to make it's point. This film works better on a big screen, these stories never really thrive on the television, and is easily - for my money - the best of the franchise I've yet seen."
Frank Ochieng,"The Hunger Games creator and mastermind Suzanne Collins has brought to life the explosive and resilient heroine Katniss Everdeen (not to mention the resourceful actress stepping into her action-oriented shoes and consciousness in the form of Oscar-winning actress Jennifer Lawrence). Now with the conclusive The Hunger Games: Mockingjay--Part 2 ardent and casual fans of this imaginative and charged film franchise will get a chance to soak in the cinematic experience that has carried them through this durable trilogy. However, the question remains: does Mockingjay--Part 2 fulfill the adventurous swagger of its previous predecessors as it demonstrates its furious farewell in moodiness and mischievousness? Well, the answer is a resounding YES but some will still address the concept of the film's emotional and psychological leanings as merely serviceable to a string of feisty films that invited such passion, pronouncement and promise in its commentary on class struggle and societal survival means as a whole. 

The Hunger Games cinematic installments (and of course Collins's riveting literary outlets) have always been a solid and secure movie-going moment because it offered what so few action-packed features entailed: a perceptive and honest if not hedonistic look at the politics in the human psyche set aside from the rough-and-tumble sequences of action and suspense. The Games that were played in the minds of the audience were intriguing, thoughtful, compelling and smart about its wits and wisdom. All The Hunger Games editions were message-driven and presented a special kind of indescribable opulence and openness that was refreshing. Sure, there are the highs and lows that comes with the territory when mapping out a showcase of sequels bound to stumble on its lapses in story and characterization. Still, for the most part The Hunger Games: Mockingjay--Part 2 leaves the viewers wanting more but being compliant with what amounts to be the swan song for courageous cutie Katniss Everdeen's big screen legacy. 

It is quite clear that The Hunger Games: Mockingjay--Part 2 and its previous outings has carved a decisive niche into the Young Adult film fiction genre as one of the most successful and consistently received chapters that sparkled in its over-glow of gallant gumption and soul-searching turmoil. Indeed, Mockingjay--Part 2 does add its measurement of tension, radiance,  redemption and resolution. Importantly, Mockingjay--Part 2 maintains its reflective and steady balance of hope and rebellious vibes and Lawrence has not lost a single ounce of momentum in the few years since she donned the respectable defiance of the roguish Katniss out to settle a continuous score with the controlling powers-that-be.  Instinctively, labeling The Hunger Games motivating movie series as a pop cultural phenom would not risk the intention of sounding overdramatic because for the most part this film franchise has been a saving grace to the aforementioned Young Adult film fiction craze that has offered cemented substance in comparison to the soapy sentiments of the immense Twilight umbrella that spread like wildfire in the unguarded woods years before.

As one can imagine Mockingjay--Part 2 picks up where the first Mockingjay left off in its initial premise. Director Francis Lawrence (back at the helm) starts his narrative rather slow and plodding but builds up the sassy momentum as his on-screen victorious vixen Katniss Everdeen pounces on her latest exploits to expose and agitate the corruptible Capitol and its lead manipulator in the likes of the diabolical President Snow (Donald Sutherland). The good news is that the determined Katniss is finally reunited with her former Games companion and romantic partner Peeta Mellark (Josh Hutcherson). The bad news is that poor Peeta has been manipulated and convinced to view Katniss as an enemy courtesy of Snow's menacing minions. Automatically, this is the difficult wedge that puts a damper on Katniss's ability to go after Snow and his vile followers with Peeta serving as their brainwashed Boy Wonder with the forced hatred in tact. 

So now the course is set for Katniss Everdeen to follow as she decides to pursue her intentions of gradually taking down the governmental negligence of Snow and his abominable administration. Naturally, Katniss needs the assistance of the rebels under the tutelage of District 13's President Alma Coin (Oscar-winner Julianne Moore) as well as the input from wily gamemaster Plutarch Heavensbee (late Oscar-winner Phillip Seymour Hoffman) to take down the dangerous and devious Snow and his governmental criminal cronies. Politically, the opportunistic Coin wants Katniss in her camp for the mere promotion of propaganda...something that just does not sit well with the feminine avenger.

The stakes are understandably high but Katniss is in company with the likes of her childhood sweetie pie Gale (Liam Hemsworth) and old-time buddy Finnick Odair (Sam Claflin) as they join forces to combat the evil clutched of the Capitol. The bottom line: the venomous President Snow needs to be cut down in his treacherous tracks...plain and simple. 

Quite frankly, the beleaguered Katniss is caught up in the complicated web of a couple of political powerhouses in the insufferable Snow (that wants to destroy her) and Coin (that wants to use her reputation for marketing purposes) willing to go at it while using Katniss's exposed neck as the sacrificial pawn to determine their sense of twisted greatness. For the most part, The Hunger Games: Mockingjay--Part 2 does present a skillful display of confusion and identity and Lawrence's death-dodging diva Katniss Everdeen is the epitome of a Girl on Fire with flames of indecision and doubt burning all around her. Who can she trust? Who has the fortitude to stick with the plan and ensure that the tedious target of Snow is silenced for sure? Can Katniss overcome the obstacles of her great love Peeta's perverse distaste for her while battling one narcissistic leader as another one she is joined at the hip exploits her presence? There seems to be a constant continuity for conflict in warfare and wounded souls that elevates Mockingjay--Part 2 as a boisterous board game of physical and psychological movement. As usual, Lawrence's Katniss carries the animated strife on her dainty yet athletic shoulders with bouncy boldness. 

After four exhilarating films, The Hunger Games empire does not crumble but comes to a full scale halt as it understands the allegory claims for the distrusting contemporary times we all live in regarding the cynicism, abuse of privilege and the underestimation of the weary masses being led astray by the controlling elite of unassuming movers and shakers. The audacity of The Hunger Games odyssey was to get down and dirty about the give-and-take tendencies of a global society willing to challenge the authoritative scrutiny or kneel at its merciless ankles. Perhaps Mockingjay--Part 2 should not be perceived so deeply in its final revelation. Nevertheless, the effort in trying to do so should be acknowledged for an actioner that dared to approach such thought-provoking fodder within its bombastic boundaries. 

The Hunger Games: Mockingjay--Part 2 (2015)

Lionsgate Films

2 hrs. 17 mins.

Starring: Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elisabeth Banks, Mahershala Ali, Jena Malone, Jeffrey Wright, Paula Malcomson, Stanley Tucci, Michelle Forbes

Directed by: Francis Lawrence

MPAA Rating: PG-13

Genre: Science Fiction and Fantasy/Action and Adventure

Critic's rating: *** stars (out of 4 stars) 

(c) Frank Ochieng 2015"
Andres Gomez,"The movie is not bad directed and the cast does a decent job. Actually, the script is a good adaptation of the book.

The problem is that the story of the book is already quite bad and has gone down the sink by now so the whole movie just doesn't work."
Reno,"> A necessary finishing touch with an unnecessary lag.

If the single book 'The Hobbit' was extended to three movies, then that's alright, because that was a large concept with hundreds of unique characters which can take the stretch in narration. But for this series, lucky to be the first film to get away with a big hit, mainly because of teen audience.

Honestly, I liked the 2nd film very much, but the third movie was a letdown, especially this one was utterly useless. Because the 80% of the story ended in the previous part and in this, it was a necessary finishing touch with an unnecessary lag.

Might have been a better film if the 'Mockingjay' was a single movie. Nowadays there are many strange ways to make money, the art of storytelling in the movies is slowing vanishing while adapting a book for the silver screen by splitting them into two and/or three. This culture has to stop, the book fans are enjoying the original masterpiece, while film fanatic like me is suffering a setback. In this 2 hour long movie there are lots of scenes that simply wastes time to bring sufficient runtime.

Due to the circumstances that I mentioned, the flow was disturbed, mainly because of the release gap between the last two films. Emotions are not felt, actions were weakened, you could only recognise it rushing towards the conclusion. And that section should have been the ultimatum, what comes later is what we call 'happily ever after or the other way' should have been very brief, but in here it was not. Like a new beginning of a new story, it went on too far.

From the screenwriter's perspective that has to be done. I had seen the split movies like 'Twilight', 'Harry Potter' and others, but this one was the worst among them. Even if you try all the four movies in a single sitting, the first two will be the best you can get and the followed two would surely disappoint you because of the slowness.

5/10"
Per Gunnar Jonsson,"Well, that was rather disappointing unfortunately. Not that I can say that I am very surprised though. The first installment in the series started off being ""okayish"" and the rest of them slid downwards towards mediocrity.  This, the final installment, is a notch below mediocre as far as I am concerned. I really cannot understand all the hype about these movies. None of them really shines even if you try to look at them as young adult movies which they really are.

This one was downright boring. There were numerous scenes where Katniss or some other character was just dreaming away or sitting around brooding. It took quite a while for anything to start happening in the movie.

When something started happening it was the same mess of political, unbelievably stupid, propaganda, messy and unintelligent fight scenes, Katniss walking around looking, I do not really known, disconcerted, sad, disturbed, whatever.

How the chief villains (yes plural) was one could figure out without too much effort. The moment the flyer came into the picture and started to fly over the refuges and the children not only I but all of my kids as well guessed who had sent it.

There is really only two things that I liked about this movie. One is that Donald Sutherland was really good. The other is the ending which, although being 100% predictable, was quite satisfying. Well, that scene (everyone having seen the movie knows which scene I am referring to) is where I consider the movie to have ended. After that it was only boring filler scenes remaining."
CinemaSerf,"So, finally - we reach the denouement. The ambitious and devious President ""Coin"" (Julianne Moore) thinks that the District 13 rebels have the upper hand, and so using ""Katniss"" (Jennifer Lawrence) as their poster girl, sets off to storm the very heart of the Capitol and depose the now very much weakened ""Snow"" (Donald Sutherland) who is, clearly, not in the best of health. What now ensues are a series of set-piece, occasionally morale-building but entirely predictable escapades that I have to say by now, I had really lost interest in. Who did what to whom in this overlong and really pretty procedural franchise was really beginning to matter less and less. What made the characterisations interesting and quirky at the beginning now just makes them rather dull. ""Peeta"" (Josh Hutcherson) features sparingly as he needs rescuing from the nasty government who are clearly drugging him up to his eyeballs and using as their Lord Haw Haw figure whilst hunky ""Gale"" (Liam Hemsworth) has little more to do than outrun some rather clunky special effects, some extras from an as yet unmade ""Alien"" film and look good wet - a task he manages well enough now and again. It's an action movie, so no point trying to scrutinise the merits of the dialogue. Otherwise, this was more of a relief than an enjoyment. At last the series could take a much deserved cat-nap."
Per Gunnar Jonsson,"As usual the so-called critics wrote it down quite a lot but the reviews by ordinary people gave it a much better score (although not stellar). Not very surprising of course since those self-proclaimed besserwissers always moan about films made just to entertain.

I found the film well worth the time and money spent. Of course the plot was not very intriguing but is there anyone who would really expect that from a film like this? It’s clearly aimed at younger people and people with a liking for magic and old-fashioned adventure. The effects where really nice and I certainly liked the old-fashioned magic theme. The fact that the lead actor was Nicolas Cage of course helps a lot as well."
r96sk,"Good enough, if nothing standout.

<em>'The Sorcerer’s Apprentice'</em> is an interesting film. The premise isn't anything revolutionary, it follows the same beats that a load of these sorta films do; I recall <em>'Bulletproof Monk'</em> and <em>'Percy Jackson & the Olympians: The Lightning Thief'</em> having similar-ish set-ups.

That's not to say it isn't enjoyable, as I did like it. Nicolas Cage always manages to entertain one way or another, while Jay Baruchel works well for the comedic stuff in particular. Alfred Molina makes another live-action Disney appearance, following on from <em>'Prince of Persia: The Sands of Time'</em> two months prior. He's solid, but better in the latter.

The special effects are excellent, I really enjoyed seeing it all come to life onscreen. The score is decent, though the pacing could've been finer. Overall, it's a film I just about feel satisfied with. Worth a watch? Sure."
CinemaSerf,"Aside from an entertaining scene with some of Lukas' wonderful ""L'Apprenti Sorcier"" and some overly enthusiastic mops, this is a really poor adaptation of this Arthurian legend. In days of old, ""Merlin"" manages to imprison ""Morgana"" (Alice Krige) inside a sort of Russian doll. It falls to ""Balthazar"" (Nicolas Cage) to keep it safe over the millennia until the successor to the sagely old wizard emerges. Well it does, in the unlikely guise of the rather geeky ""Dave"" (Jay Baruchel) and so it falls to the former to train the hapless latter in the arts of sorcery. Meanwhile, the nasty ""Horvath"" (Alfred Molina) is bent on releasing the witch from her captivity, and aided by a Billy Idol style rocker ""Drake Stone"" (Toby Kebbell) is hot on their trail. To be fair, the intention is good - there is plenty of quickly-paced action, the visual effects are adequate and it really looks ok. The acting, though, is pretty terrible. There isn't the slightest hint of a spark between Cage and his young protege; Molina as the suave and ruthless ""Horvath"" falls fairly flat and the rest of the cast really just serve to clutter this up. Apart, that is, from Kebbell who is having a little fun. The dialogue is unremarkable, and at ten minutes shy of two hours, this is also just way too long. Pity. It has the resources to be good - just let down by the imagination of Messrs Cage and Turteltaub."
John Chard,"I wouldn't put a lot of faith on what the captain says. I'm an architect, and these boats weren't designed to float upside down. 

After playing water games with ""The Perfect Storm"" six years previously, director Wolfgang Petersen returns to the water to reimage 1972's ""The Poseidon Adventure"" (novel by Paul Gallico). Story essentially finds a cruise liner capsized by chaotic weather and survivors try to make their way out of an upside world before the boat either sinks or the inrushing water drowns them.

The original is one of the highlights of the disaster genre that burst forth in the 1970s, so it really didn't need remaking, but Hollywood insists on remaking old films for cash cow purpose. As it is, this is hardly a terrible movie, it lacks character development, the plot is stripped bare without any additional depth, and ultimately it's the CGI effects (that do work handsomely enough and were Oscar Nominated) that carries the picture to just above average status.

Hardly a must see disaster film but enough excitement and suspense to make it a dent time waster for fans of the genre. 6/10"
Reno,"**Alice returns to the wonderland for a new adventure.**

Based on the nearly 150 years old children's book, and a sequel to the 2010 film. Its quite a long gap for a follow up film, but the original cast has returned and directed by 'The Muppets' famed filmmaker. So, I was not expecting it since I considered the first film an average. All I wanted was a normal live-action 'Alice in Wonderland' films, but I disliked this weird make-ups and large head characters. In that perspective, this one was much better. Still, this is not the best, but definitely a lot better than the previous one.

A simple adventure story with nice graphics and performances. The Alice returns to the Wonderland for a new adventure where she has to cross the layers of the present, past and future. So in one word, this is a time travel theme in the fantasy genre. Mia Wasikowska ruled it, she was everywhere. She overran all other characters and takes the toughest challenge to achieve impossible.

Nearly a two hour journey into wonderland might make happy for little kids. Because it did not look like a normal fairytale, but very modern. This is not the Disney's best film, so I don't think there will be any more sequel. I want it to be rebooted, but not any time soon, at least a decade of gap needed. So I hope they won't rush and ruin this classic tale like three 'Spiderman' reboots in less than 20 years. Meantime, this film is okay for watching once, though I'm not in favour to recommend it to anybody except little children.

_6/10_"
r96sk,"A step down from the 2010 film, but <em>'Alice Through the Looking Glass'</em> is a solid film nonetheless.

I enjoyed seeing this plot, largely about time, play out. The film is CGI heavy, but does look great for the vast majority. The cast are good, with Mia Wasikowska leading well and surrounded by the likes of Johnny Depp, Anne Hathaway, Helena Bonham Carter and Sacha Baron Cohen.

I do think the film could've been slightly shorter, with better pacing and less emphasis on the 'real world' stuff featuring Alice. The looking glass entry isn't as interesting/magical as the rabbit hole, also.

Far superior to the 1998 adaptation of this 1871 Lewis Carroll novel, that's for certain."
Andres Gomez,"I really was expecting very little from this movie, but I was surprised. Good action and quite a decent story. Not all fresh, but well put together.

I think the biggest pity is the lack of talent of Fimmel. He learnt how to perform for Vikings and he lays another flat copy of the same character.

Positive points to the very good OST by Djawadi."
moparchris,"Even if you have never played ""Warcraft"" or ""World of Warcraft"" before,
I think you will like this movie. It has a great story, good acting &
is visually stunning. The special effects are not over the top, but are
very good & believable. Do yourself a favor & don't think of this a
another ""video game movie"", see it & you will love it & want another to
be made. I hope this turns this into a great franchise, there are too
many good stories in the ""Warcraft"" universe waiting to be told on the
big screen.  Some non WoW fans might have a hard time following the fast paced story, but watch it again if you missed it & you will understand it more. I think there could have been a bit more character development & the addition of a narration track might help non Warcraft fans understand a little better, I hope they will do a little better on the sequel."
Reno,"**One fights for their new home and the others to defend theirs.**

I never played Warcraft game in my life, nor read comic book, but I enjoyed this new fantasy universe. Azeroth is the world where this story takes place. When the Orcs planet was destroyed, they use a magic portal to get to Azeroth and make a safe home. But that is where humans and other intelligent species live peacefully. A new race means a new conflict to solve the differences. So the battle commences at no time to gain the power to rule the land. Between the two great powers, who wins is the film to tell us in the rest of the parts.

It was something like 'Avatar' and 'The Lost of the Rings' coming together. Despite having alien race, it is very much an action- fantasy film, not a sci-fi. From the games to film, it was awesomely made which is obviously a latest trend in the filmmaking. The graphics were good, but not perfect, and that's fine, because it succeeds to give the game look than the realistic one. I think that's the point, otherwise no disgrace to call it was inspired by the games or comic book.

I know it is not a masterpiece like 'The Lord of the Rings', but there's a promise like the quality and story and its characters. There's no big names, but these actors who are known mostly for their supporting roles has given their best. Like I said I'm new to this Warcraft universe, so I don't know anything outside this film, but I'm kind of neutral on the war between the humans and orcs. Because one's world was destroyed and they're seeking a new home and the other ones are defending theirs. So everything makes sense from both the perspectives for their actions.

This is just a beginning, there's lot more sequels to come. Though, it's a pity that it failed in America, the native product, but internationally proved it is one of best of its kind, I mean games to screen adaptation. The director of 'Source Code' did a great job and all the actors, including those motion-capture artists. I missed Zoe Saldana in this, to be as another blue or green skinned alien specie, instead Paula Patton did well in a similar role. The character name also very similar to the one from 'Guardian of the Galaxy'. I know it's going to get even bigger in the follow-up, so I can't wait for it. Hope it will release in less than couple of years.

_8/10_"
katch22,"The beginning is confusing and poorly acted, but it gets better as it goes.  The CGI looks seamless with the live-action."
Skarfrael,"A good fantasy movie, a bad video game movie (27 February 2017)

The day it premiered, me not being a wow fan or anything, i went and watched it, a mere fantasy lover who just couldn't resist not coming in contact with something new and promising. Hands down, even if i didn't know anything from this lore, through the movie i couldn't hold a grin all over my face. I don't know why maybe cause i was seeing before me a fantasy world well established. A world that probably deserved it. I left the cinema over-excited. I started playing the game, and more importantly i started reading the novels.

First come the Rise of the Horde(RoH), describing the durotan's life, gul'dan's rise to power, the fall of draenor etc. Second would be the Last Guardian(TLG) establishing Kadhagar, Garona, Medivh and Lothar. The third one, Tides of Darkness takes place after the death of Llane and the fall of Storwind, so the movie should sit between novels 2 and 3. And it is between those that i decided to rewatch the movie, now more experienced in the World of Warcraft.

To my sadness, i was disappointed. My once 8.5/10 rating fell to 5.5. Althouth the CGI was again THRILLING, the story was honestly RAPED. Reading TLG i noticed that the movie i had watched months ago, had changed some, but damn after rewatching it, i just couldn't stand it. There were some huge changes that honestly served no reason! For example why on earth Stormwind didn't fall? or why did the alliance exist already when it should not? why Orgrim was a Frostwolf? why Lothar's character was so damn wrong?? I hated movie-Lothar! I understand that the movie being made for non wow fans too, should be changed a bit, but come on... Video game movies should be more close to the lore! Even more than book-only fandoms! And me saying that, i am twice a reader than a gamer! For one, if they couldn't make a proper movie of the coming of the horde to azeroth then they could very well start from RoH story. It has the content to support a great fantasy movie. Works that end up lesser than they should, are disappointing."
CinemaSerf,"I had fairly low expectations for this, and I wasn't really disappointed. Based on a highly complex game structure, the characterisations seem to be drawn from a Tolkien meets Arthurian world in which magicians, guardians, orcs, humans and Glenn Close are all vying for power. What ensues now is a pretty straightforward tale of betrayal and manipulation with a bit of romance and plenty of visual effects that must have caused no end of boredom for an almost comedic Travis Fimmel, Ben Foster, Dominic Cooper and many others who must have been dangled, stood, sat or made to pretend-fight in front of a green screen for most of the production process. The fight scenes are relentless, colourful and creative, but they all go on for far too long with each ugly great beastie trying to wrestle another to the ground in the face of some terrible green glowing eyes that are trying to impose the ""fel"" magic on the kingdom. It is not a terrible film, though it is too long, it's just all about the technology and very little about a coherent piece of entertaining cinema that could have delivered much more had the screenplay worked harder with the undoubtedly promising opportunity for fantasy storytelling."
